i	O
feel	O
a	O
bit	B
drowsy	I
&	O
have	O
a	O
little	B
blurred	I
vision	I
,	O
so	O
far	O
no	O
gastric	B
problems	I
.	O

i	O
'	O
ve	O
been	O
on	O
arthrotec	O
50	O
for	O
over	O
10	O
years	O
on	O
and	O
off	O
,	O
only	O
taking	O
it	O
when	O
i	O
needed	O
it	O
.	O

due	O
to	O
my	O
arthritis	O
getting	O
progressively	O
worse	O
,	O
to	O
the	O
point	O
where	O
i	O
am	O
in	O
tears	O
with	O
the	O
agony	O
,	O
gp	O
'	O
s	O
started	O
me	O
on	O
75	O
twice	O
a	O
day	O
and	O
i	O
have	O
to	O
take	O
it	O
.	O

every	O
day	O
for	O
the	O
next	O
month	O
to	O
see	O
how	O
i	O
get	O
on	O
,	O
here	O
goes	O
.	O

so	O
far	O
its	O
been	O
very	O
good	O
,	O
pains	O
almost	O
gone	O
,	O
but	O
i	O
feel	B
a	I
bit	I
weird	I
,	O
didn	O
'	O
t	O
have	O
that	O
when	O
on	O
50	O
.	O

hunger	B
pangs	I
.	O

brilliant	O
,	O
i	O
have	O
a	O
new	O
lease	O
of	O
life	O
,	O
i	O
walk	O
up	O
&	O
down	O
steps	O
properly	O
,	O
no	O
longer	O
sideways	O
like	O
a	O
toddler	O
,	O
hip	O
pain	O
as	O
gone	O
other	O
than	O
if	O
i	O
jar	O
it	O
.	O

no	O
side	O
effects	O
for	O
the	O
first	O
two	O
months	O
.	O

then	O
vaginal	B
bleeding	I
2	O
wks	O
after	O
menstral	O
cycle	O
.	O

stomach	B
pain	I
.	O

canker	B
sores	I
in	O
my	O
mouth	O
.	O

headache	B
.	O

been	O
off	O
for	O
1	O
week	O
still	O
have	O
bleeding	O
.	O

helped	O
my	O
pain	O
alot	O
.	O

too	O
scared	O
to	O
take	O
this	O
drug	O
again	O
.	O

1st	O
pill	O
taken	O
with	O
food	O
,	O
a	O
few	O
hours	O
after	O
i	O
experienced	O
shortness	B
of	I
breath	I
,	O
a	O
sense	O
of	O
depression	B
,	O
cramping	B
,	O
upset	B
stomache	I
will	O
stop	O
taking	O
immediately	O
.	O

honestly	O
can	O
not	O
recommend	O
this	O
drug	O
,	O
i	O
am	O
still	O
experiencing	O
side	O
effects	O
just	O
after	O
1	O
pill	O
and	O
im	O
supposed	O
to	O
take	O
twice	O
/	O
day	O
75mg	O
.	O

i	O
just	O
cant	O
keep	O
going	O
have	O
to	O
try	O
something	O
else	O
.	O

i	O
have	O
had	O
no	O
side	O
effects	O
been	O
taking	O
arthrotec	O
a	O
little	O
over	O
a	O
year	O
,	O
have	O
not	O
noticed	O
any	O
side	O
effects	O
.	O

it	O
does	O
help	O
alot	O
i	O
noticed	O
that	O
when	O
there	O
are	O
times	O
when	O
i	O
forget	O
to	O
take	O
it	O
i	O
can	O
'	O
t	O
stand	O
or	O
walk	O
for	O
any	O
lengths	O
of	O
time	O
.	O

it	O
seems	O
as	O
if	O
bleeding	B
forever	O
is	O
a	O
side	O
effect	O
but	O
doctors	O
tell	O
you	O
that	O
its	O
not	O
the	O
drug	O
i	O
have	O
been	O
on	O
arthotec	O
for	O
three	O
months	O
i	O
still	O
have	O
pain	O
and	O
stiffness	O
at	O
first	O
week	O
into	O
this	O
drug	O
i	O
was	O
in	O
so	B
much	I
pain	I
i	O
sat	O
on	O
the	O
floor	O
at	O
work	O
and	O
thought	O
i	O
was	O
gaving	O
a	O
baby	O
.	O

i	O
always	O
feel	B
weak	I
and	I
almost	I
fainted	I
a	O
bunch	O
of	O
times	O
.	O

consider	O
somthing	O
that	O
works	O
i	O
am	O
switching	O
today	O
as	O
this	O
isnt	O
in	O
my	O
head	O
.	O

some	O
diarrhea	B
,	O
some	O
constipation	B
,	O
fatigue	B
.	O

it	O
works	O
very	O
well	O
for	O
the	O
heel	O
;	O
i	O
couldn	O
'	O
t	O
walk	O
on	O
it	O
very	O
well	O
before	O
taking	O
it	O
.	O

i	O
take	O
75mg	O
.	O

twice	O
a	O
day	O
.	O

also	O
have	O
severe	O
osteoarthritis	O
in	O
the	O
knees	O
and	O
hands	O
,	O
but	O
it	O
doesn	O
'	O
t	O
seem	O
to	O
relieve	O
that	O
pain	O
at	O
all	O
.	O

i	O
'	O
ve	O
been	O
on	O
75mg	O
twice	O
daily	O
for	O
13	O
days	O
,	O
with	O
recent	O
body	B
swelling	B
,	I
face	I
,	I
wrists	I
,	I
abdomen	I
,	I
thighs	O
-	O
clothes	O
fit	O
tight	O
.	O

insomina	B
is	O
much	O
worse	O
.	O

i	O
have	O
forgetfulnes	B
and	I
confussion	I
-	O
really	O
bad	O
-	O
almost	O
dangerous	O
.	O

have	O
felt	O
"	B
empty	I
stomach	I
"	I
feeling	I
,	O
but	O
not	O
bothersome	O
.	O

have	O
had	O
more	O
loose	B
stools	I
,	O
but	O
tolerable	O
.	O

i	O
'	O
m	O
looking	O
for	O
a	O
more	O
natural	O
therapy	O
,	O
checking	O
into	O
ha	O
(	O
hyaluronic	O
acid	O
)	O
to	O
replace	O
arthrotec	O
.	O

none	O
that	O
i	O
can	O
think	O
of	O
.	O

i	O
recently	O
had	O
bilateral	O
knee	O
replacement	O
.	O

prior	O
to	O
that	O
,	O
arthrotec	O
was	O
the	O
only	O
drug	O
that	O
helped	O
.	O

i	O
tried	O
every	O
drug	O
on	O
the	O
market	O
,	O
but	O
,	O
to	O
no	O
avail	O
.	O

i	O
took	O
50	O
mg	O
.	O

3	O
times	O
a	O
day	O
of	O
arthrotec	O
and	O
was	O
almost	O
pain	O
free	O
.	O

i	O
highly	O
recommend	O
it	O
to	O
anyone	O
that	O
suffers	O
from	O
arthritis	O
.	O

hospitalization	O
due	O
extreme	O
rectal	B
bleed	I
that	O
required	O
blood	O
transfusion	O
.	O

i	O
was	O
extremely	B
sick	I
and	O
initially	O
felt	B
i	I
might	I
not	I
survive	I
.	O

should	O
be	O
removed	O
from	O
market	O
.	O

abdominal	B
pain	I
,	O
dizzieness	B
and	O
blood	B
clots	I
in	I
urine	I
which	O
caused	O
problems	O
with	O
urine	B
leaking	I
.	O

i	O
stopped	O
the	O
arthrotec	O
twice	O
and	O
restarted	O
but	O
the	O
same	O
symptoms	O
came	O
back	O
.	O

i	O
will	O
not	O
take	O
this	O
medication	O
again	O
.	O

upset	B
stomach	I
and	O
