love	O
cymbalta	O
.	O

no	O
negative	O
sexual	O
side	O
effects	O
,	O
no	O
brain	O
zaps	O
-	O
but	O
i	O
consistently	O
take	O
it	O
.	O

definately	O
not	O
weight	O
gain	O
.	O

not	O
sure	O
on	O
a	O
decrease	O
.	O

yes	O
-	O
you	O
may	O
have	O
difficulty	B
sleeping	I
,	O
i	O
take	O
trazadone	O
but	O
have	O
for	O
years	O
.	O

i	O
did	O
a	O
rapid	O
decline	O
on	O
my	O
cymbalta	O
because	O
i	O
lost	O
my	O
insurance	O
.	O

i	O
was	O
on	O
60s	O
and	O
did	O
a	O
few	O
days	O
of	O
30	O
'	O
s	O
and	O
quite	O
.	O

i	O
didn	O
'	O
t	O
have	O
bad	O
withdrawal	O
.	O

i	O
didn	O
'	O
t	O
think	O
but	O
about	O
a	O
week	O
later	O
i	O
started	O
having	O
severe	O
pain	O
on	O
my	O
right	O
back	O
side	O
.	O

a	O
few	O
days	O
later	O
i	O
was	O
in	O
the	O
hospital	O
with	O
bilateral	O
pulmonary	O
emboli	O
.	O

i	O
am	O
a	O
low	O
risk	O
person	O
(	O
no	O
smoking	O
,	O
low	O
weight	O
,	O
am	O
on	O
birth	O
control	O
)	O
but	O
i	O
definately	O
believe	O
that	O
my	O
pes	O
were	O
a	O
result	O
of	O
the	O
rapid	O
decline	O
in	O
cymbalta	O
.	O

i	O
did	O
have	O
a	O
body	B
rash	I
(	O
malasezia	O
)	O
and	O
other	O
symptoms	O
of	O
my	O
body	B
experiencing	I
a	I
ph	I
or	I
general	I
shift	I
.	O

i	O
also	O
had	O
a	O
pleural	B
effusion	I
and	O
was	O
hospitalized	B
for	O
over	O
a	O
day	O
.	O

it	O
was	O
very	O
very	O
difficult	O
to	O
get	O
my	O
pain	O
under	O
control	O
-	O
they	O
had	O
me	O
maxed	O
out	O
on	O
narcotics	O
.	O

it	O
was	O
determined	O
that	O
the	O
withdrawal	O
of	O
cymbalta	O
was	O
giving	O
me	O
additional	O
muscle	O
spasms	O
/	O
tinges	O
and	O
i	O
went	O
back	O
on	O
30	O
mg	O
of	O
cymbalta	O
to	O
help	O
with	O
my	O
level	O
12	O
pain	O
-	O
and	O
it	O
worked	O
.	O

weird	O
but	O
true	O
.	O

despite	O
its	O
side	O
effects	O
,	O
i	O
find	O
cymbalta	O
the	O
best	O
choice	O
for	O
depression	O
,	O
anhedonia	O
and	O
insomnia	O
due	O
to	O
gad	O
.	O

my	O
gad	O
controlled	O
my	O
life	O
since	O
i	O
couldn	O
'	O
t	O
handle	O
any	O
stressful	O
situation	O
but	O
thanks	O
to	O
duloxetine	O
i	O
can	O
have	O
a	O
normal	O
life	O
again	O
i	O
enjoy	O
playing	O
videogames	O
/	O
watching	O
movies	O
again	O
.	O

i	O
can	O
go	O
out	O
with	O
friends	O
again	O
without	O
suffering	O
extreme	O
anxiety	O
i	O
can	O
sleep	O
at	O
night	O
easily	O
and	O
naturally	O
overall	O
it	O
'	O
s	O
a	O
very	O
good	O
drug	O
.	O

it	O
only	O
takes	O
1	O
-	O
2	O
weeks	O
to	O
work	O
by	O
the	O
way	O
,	O
if	O
you	O
want	O
to	O
quit	O
this	O
med	O
there	O
is	O
only	O
one	O
way	O
:	O
opening	O
pills	O
and	O
removing	O
a	O
few	O
micro	O
-	O
capsules	O
every	O
2	O
weeks	O
(	O
let	O
'	O
s	O
say	O
20	O
micro	O
-	O
capsules	O
)	O
.	O

you	O
won	O
'	O
t	O
even	O
notice	O
insomnia	O
,	O
decreased	B
appetite	I
(	O
though	O
that	O
'	O
s	O
a	O
good	O
thing	O
in	O
my	O
case	O
;	O
the	O
depression	O
had	O
me	O
overeating	O
)	O
.	O

cymbalta	O
has	O
changed	O
my	O
life	O
.	O

i	O
didn	O
'	O
t	O
realize	O
how	O
bad	O
my	O
depression	O
was	O
until	O
looking	O
back	O
on	O
it	O
-	O
i	O
wasn	O
'	O
t	O
motivated	O
to	O
do	O
anything	O
,	O
had	O
paranoid	O
delusions	O
,	O
was	O
always	O
achy	O
and	O
unwell	O
,	O
and	O
was	O
just	O
generally	O
unhappy	O
.	O

i	O
started	O
cymbalta	O
after	O
finally	O
dragging	O
myself	O
to	O
the	O
doctor	O
at	O
my	O
mother	O
'	O
s	O
insistence	O
,	O
beginning	O
on	O
30mg	O
for	O
one	O
week	O
and	O
moving	O
up	O
to	O
60mg	O
i	O
noticed	O
a	O
difference	O
within	O
the	O
first	O
week	O
.	O

now	O
,	O
it	O
'	O
s	O
an	O
incredible	O
change	O
;	O
i	O
feel	O
like	O
i	O
'	O
m	O
a	O
*	O
person	O
*	O
again	O
